stop_id,stop_code,stop_name,stop_lat,stop_lon,zone_id,stop_desc,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding,platform_code
"53540","53540",104th Av + Birch St,37.741525,-122.161936,,"","","","","","0",""
"53326","53326",104th Av + Birch St,37.741634,-122.162038,,"","","","","","0",""
"55206","55206",104th Av + Plymouth St,37.74089,-122.164651,,"","","","","","0",""
"51187","51187",104th Av + Plymouth St,37.741064,-122.164479,,"","","","","","0",""
"59151","59151",104th Av + Sunnyside St,37.74219,-122.159603,,"","","","","","0",""
"51989","51989",104th Av + Sunnyside St,37.742086,-122.1594,,"","","","","","0",""
"54020","54020",105th Av + Edes Av,37.733441,-122.178264,,"","","","","","0",""
"51451","51451",105th Av + E St,37.736314,-122.172765,,"","","","","","0",""
"59159","59159",105th Av + E St,37.736573,-122.172634,,"","","","","","0",""
"57993","57993",105th Av + Graffian St,37.738125,-122.168891,,"","","","","","0",""
"57996","57996",105th Av + Graffian St,37.738394,-122.168751,,"","","","","","0",""
"58360","58360",105th Av + Pontiac St,37.738876,-122.167299,,"","","","","","0",""
"59022","59022",105th Av + San Leandro St,37.735645,-122.174649,,"","","","","","0",""
"59195","59195",105th Av + San Leandro St,37.735462,-122.174597,,"","","","","","0",""
"54030","54030",106th Av + Bancroft Av,37.741589,-122.156496,,"","","","","","0",""
"57567","57567",106th Av + Bancroft Av,37.741659,-122.156722,,"","","","","","0",""
"58840","58840",106th Av + Longfellow Av,37.742083,-122.15519,,"","","","","","0",""
"50487","50487",106th Av + MacArthur Blvd,37.743116,-122.152077,,"","","","","","0",""
"58390","58390",106th Av + Voltaire Av,37.742106,-122.154661,,"","","","","","0",""
"57507","57507",1080 Marina Village Pkwy,37.785035,-122.27148,,"","","","","","0",""
"55201","55201",10th St + Adeline St,37.80665,-122.287012,,"","","","","","0",""
"53552","53552",10th St + Adeline St,37.806495,-122.286885,,"","","","","","0",""
"55441","55441",10th St + Fallon St,37.797655,-122.263176,,"","","","","","0",""
"59033","59033",10th St + Filbert St,37.806014,-122.284214,,"","","","","","0",""
"59066","59066",10th St + Filbert St,37.805885,-122.284178,,"","","","","","0",""
"54575","54575",10th St + Kaiser Convention Center,37.7967,-122.260754,,"","","","","","0",""
"58833","58833",10th St + Market St,37.805266,-122.28159,,"","","","","","0",""
"54500","54500",10th St + Market St,37.805492,-122.281725,,"","","","","","0",""
"59225","59225",10th St + Union St,37.806983,-122.289051,,"","","","","","0",""
"51636","51636",10th St + Washington St,37.802254,-122.274456,,"","","","","","0",""
"56707","56707",1105 Atlantic Av,37.780272,-122.264015,,"","","","","","0",""
"57501","57501",1151 Euclid Av,37.887576,-122.261317,,"","","","","","0",""
"55264","55264",1152 Euclid Av,37.887704,-122.261356,,"","","","","","0",""
"54777","54777",11th St + Broadway (12th St BART Station),37.802268,-122.272747,,"","","","","","0",""
"52287","52287",11th St + Brush St,37.805228,-122.280244,,"","","","","","0",""
"59444","59444",11th St + Clay St,37.802963,-122.274464,,"","","","","","0",""
"51828","51828",11th St + Clay St,37.803309,-122.275305,,"","","","","","0",""
"53334","53334",11th St + Franklin St,37.801544,-122.270868,,"","","","","","0",""
"58888","58888",11th St + Harrison St,37.800637,-122.268588,,"","","","","","0",""
"51110","51110",11th St + Jefferson St,37.803658,-122.276263,,"","","","","","0",""
"51184","51184",11th St + Stonington Av,37.976825,-122.351086,,"","","","","","0",""
"58321","58321",1201 Marina Village Pkwy,37.785994,-122.273287,,"","","","","","0",""
"59987","59987",1250 Marina Village Pkwy,37.787158,-122.274718,,"","","","","","0",""
"51528","51528",12th + Clay St,37.804172,-122.274889,,"","","","","","0",""
"55557","55557",12th St + Broadway (12th St BART Station),37.803168,-122.272624,,"","","","","","0",""
"58858","58858",12th St + Harrison St,37.80173,-122.268771,,"","","","","","0",""
"53329","53329",12th St + Martin Luther King Jr Way,37.805024,-122.277103,,"","","","","","0",""
"55570","55570",12th St + Oak St,37.7999,-122.264052,,"","","","","","0",""
"51567","51567",12th St + West St (In Middle Of Traffic Island),37.806067,-122.280222,,"","","","","","0",""
"53645","53645",1310 Ruus Ln (Near Ruus Rd),37.621171,-122.065069,,"","","","","","0",""
"54597","54597",13685 San Pablo Av,37.95765,-122.338493,,"","","","","","0",""
"54040","54040",13700 San Pablo Av,37.957655,-122.338872,,"","","","","","0",""
"56695","56695",13th Av + Bella Vista Av,37.799723,-122.234918,,"","","","","","0",""
"55424","55424",13th Av + E 25th St,37.797185,-122.237066,,"","","","","","0",""
"55312","55312",13th Av + E 26th St,37.797519,-122.236635,,"","","","","","0",""
"55901","55901",13th Av + E 27th St,37.798318,-122.23601,,"","","","","","0",""
"57995","57995",13th Av + E 31st St,37.799799,-122.234661,,"","","","","","0",""
"53368","53368",13th St + Dunn Av,37.949002,-122.357344,,"","","","","","0",""
"50499","50499",13th St + Lincoln Av,37.946233,-122.357293,,"","","","","","0",""
"59688","59688",13th St + Lincoln Av,37.946136,-122.357524,,"","","","","","0",""
"55074","55074",13th St + Rheem Av,37.950089,-122.357054,,"","","","","","0",""
"52251","52251",14041 San Pablo Av,37.961296,-122.343886,,"","","","","","0",""
"52502","52502",1411 Grizzly Peak Blvd,37.884709,-122.248154,,"","","","","","0",""
"53853","53853",14341 Bancroft Av (Opp. Jefferson Center School),37.712367,-122.136049,,"","","","","","0",""
"55102","55102",14th Av + 19th Av,37.797386,-122.230803,,"","","","","","0",""
"57554","57554",14th Av + E 15th St,37.79032,-122.244776,,"","","","","","0",""
"51831","51831",14th Av + E 18th St,37.791754,-122.243149,,"","","","","","0",""
"57233","57233",14th Av + E 21st St,37.793631,-122.240132,,"","","","","","0",""
"55464","55464",14th Av + E 21st St,37.793997,-122.239996,,"","","","","","0",""
"55945","55945",14th Av + E 24th St,37.79547,-122.236671,,"","","","","","0",""
"55263","55263",14th Av + E 24th St,37.795191,-122.236882,,"","","","","","0",""
"57353","57353",14th Av + E 26th St,37.796191,-122.234681,,"","","","","","0",""
"54150","54150",14th Av + E 26th St,37.796013,-122.234607,,"","","","","","0",""
"51185","51185",14th Av + E 29th St,37.797511,-122.231017,,"","","","","","0",""
"52567","52567",14th Av + E 31st St,37.798794,-122.22929,,"","","","","","0",""
"55202","55202",14th Av + E 33rd St,37.800145,-122.227145,,"","","","","","0",""
"54845","54845",14th Av + International Blvd,37.789595,-122.2458,,"","","","","","0",""
"52635","52635",14th Av + International Blvd,37.789646,-122.246117,,"","","","","","0",""
"58454","58454",14th Av + Vallecito Pl,37.79665,-122.233408,,"","","","","","0",""
"54250","54250",14th Av + Vallecito Pl,37.7966,-122.232974,,"","","","","","0",""
"50207","50207",14th + Jackson St,37.802201,-122.265487,,"","","","","","0",""
"58854","58854",14th St + Adeline St,37.809356,-122.285864,,"","","","","","0",""
"57878","57878",14th St + Adeline St,37.809626,-122.28596,,"","","","","","0",""
"55503","55503",14th St + Broadway (12th St BART Station),37.804447,-122.271746,,"","","","","","0",""
"56600","56600",14th St + Broadway (12th St BART Station),37.804747,-122.272012,,"","","","","","0",""
"53567","53567",14th St + Brush St,37.807464,-122.278968,,"","","","","","0",""
"54177","54177",14th St + Brush St,37.80732,-122.279249,,"","","","","","0",""
"52825","52825",14th St + Center St,37.810996,-122.292714,,"","","","","","0",""
"57477","57477",14th St + Clay St,37.80552,-122.273908,,"","","","","","0",""
"52240","52240",14th St + Clay St,37.80509,-122.273352,,"","","","","","0",""
"59229","59229",14th St + Filbert St,37.808747,-122.283103,,"","","","","","0",""
"53799","53799",14th St + Filbert St,37.808968,-122.282787,,"","","","","","0",""
"54277","54277",14th St + Franklin St,37.803871,-122.269741,,"","","","","","0",""
"54457","54457",14th St + Franklin St,37.803832,-122.270193,,"","","","","","0",""
"55912","55912",14th St + Harrison St,37.802933,-122.267375,,"","","","","","0",""
"59007","59007",14th St + Harrison St,37.802956,-122.267919,,"","","","","","0",""
"55140","55140",14th St + Jackson St,37.801985,-122.265439,,"","","","","","0",""
"58563","58563",14th St + Mandela Pkwy,37.810698,-122.290589,,"","","","","","0",""
"53387","53387",14th St + Mandela Pkwy,37.810594,-122.291011,,"","","","","","0",""
"55113","55113",14th St + Market St,37.808164,-122.281155,,"","","","","","0",""
"55854","55854",14th St + Market St,37.8086,-122.281353,,"","","","","","0",""
"52452","52452",14th St + Martin Luther King Jr Way,37.806195,-122.27616,,"","","","","","0",""
"50454","50454",14th St + Martin Luther King Jr Way,37.806222,-122.275803,,"","","","","","0",""
"59557","59557",14th St + Oak St,37.801061,-122.263084,,"","","","","","0",""
"55103","55103",14th St + Oak St,37.801271,-122.263183,,"","","","","","0",""
"50474","50474",14th St + Peralta St,37.811395,-122.293718,,"","","","","","0",""
"53460","53460",14th St + Poplar St,37.810341,-122.289057,,"","","","","","0",""
"53490","53490",14th St + Poplar St,37.810082,-122.289056,,"","","","","","0",""
"50128","50128",14th St + Willow St,37.812679,-122.2964,,"","","","","","0",""
"59188","59188",14th St + Willow St,37.812442,-122.296294,,"","","","","","0",""
"59904","59904",1525 Arlington Blvd,37.929512,-122.300049,,"","","","","","0",""
"54374","54374",1529 Arlington Blvd,37.929572,-122.300456,,"","","","","","0",""
"58808","58808",159th Av + E 14th St,37.699342,-122.121197,,"","","","","","0",""
"55261","55261",15th Av + E 17th St,37.791594,-122.242612,,"","","","","","0",""
"55870","55870",164th Av + E 14th St,37.695027,-122.113165,,"","","","","","0",""
"59350","59350",164th Av + Foothill Blvd,37.699618,-122.108511,,"","","","","","0",""
"54611","54611",164th Av + Foothill Blvd,37.699426,-122.108562,,"","","","","","0",""
"55862","55862",164th Av + Gordon Way,37.698026,-122.109517,,"","","","","","0",""
"55842","55842",164th Av + Helo Dr,37.696922,-122.110858,,"","","","","","0",""
"55760","55760",164th St + E 14th St,37.695088,-122.113341,,"","","","","","0",""
"57660","57660",164th St + Gordon Way,37.698206,-122.109546,,"","","","","","0",""
"59565","59565",164th St + Helo Dr,37.696899,-122.111135,,"","","","","","0",""
"52010","52010",1749 Arlington Blvd,37.930029,-122.306435,,"","","","","","0",""
"58450","58450",1797 D St (Next To Sulpher Creek Nature Center),37.677864,-122.064872,,"","","","","","0",""
"53470","53470",1809 Sabre St,37.656613,-122.131749,,"","","","","","0",""
"55564","55564",1st Av + International Blvd,37.798959,-122.256969,,"","","","","","0",""
"59911","59911",1st Av + International Blvd,37.799061,-122.256512,,"","","","","","0",""
"55655","55655",1st Av Pl + International Blvd,37.798772,-122.256709,,"","","","","","0",""
"51969","51969",1st St + Mission St,37.78947,-122.397352,,"","","","","","0",""
"50696","50696",2012 Farallon Dr,37.692737,-122.165279,,"","","","","","0",""
"58725","58725",2014 Farallon Dr (North Face Complex),37.692781,-122.16589,,"","","","","","0",""
"57367","57367",2019 Shoreline Dr,37.757415,-122.258368,,"","","","","","0",""
"56457","56457",20201 Mack St (Opp. Ac Transit Training Center),37.654799,-122.133991,,"","","","","","0",""
"50732","50732",2020 Williams St,37.710075,-122.178165,,"","","","","","0",""
"56321","56321",20234 Mack St (AC Transit Training Center),37.654764,-122.133837,,"","","","","","0",""
"57782","57782",20303 Mack St,37.654225,-122.132188,,"","","","","","0",""
"50686","50686",2051 Williams St,37.709918,-122.178127,,"","","","","","0",""
"59434","59434",2060 Fairmont Dr (Alameda County Medical Center),37.711226,-122.120681,,"","","","","","0",""
"58960","58960",21121 Cabot Blvd (Railroad Crossing),37.645301,-122.137652,,"","","","","","0",""
"51568","51568",21270 Cabot Blvd,37.642821,-122.13713,,"","","","","","0",""
"56987","56987",21270 Cabot Blvd,37.642476,-122.137191,,"","","","","","0",""
"54633","54633",22218 Center St,37.687883,-122.062609,,"","","","","","0",""
"57157","57157",22233 Center St,37.687626,-122.062925,,"","","","","","0",""
"58911","58911",22nd St + Bissell Av,37.934897,-122.348667,,"","","","","","0",""
"51971","51971",22nd St + Nevin Av,37.937066,-122.348651,,"","","","","","0",""
"52580","52580",22nd St + Roosevelt Av,37.939786,-122.348628,,"","","","","","0",""
"55087","55087",23rd Av + 22nd Av,37.792343,-122.227641,,"","","","","","0",""
"55187","55187",23rd Av + 29th Av,37.773004,-122.235978,,"","","","","","0",""
"54554","54554",23rd Av + E 16th St,37.784821,-122.234442,,"","","","","","0",""
"51558","51558",23rd Av + E 19th St,37.786444,-122.232567,,"","","","","","0",""
"58211","58211",23rd Av + E 19th St,37.78674,-122.232503,,"","","","","","0",""
"59957","59957",23rd Av + E 21st St,37.7889,-122.231576,,"","","","","","0",""
"58554","58554",23rd Av + E 21st St,37.788544,-122.231708,,"","","","","","0",""
"58322","58322",23rd Av + E 22nd St,37.78959,-122.230929,,"","","","","","0",""
"51417","51417",23rd Av + E 23rd St,37.790147,-122.230218,,"","","","","","0",""
"57795","57795",23rd Av + E 24th St,37.790897,-122.229023,,"","","","","","0",""
"53155","53155",23rd Av + E 24th St,37.790698,-122.229173,,"","","","","","0",""
"57022","57022",23rd Av + E 26th St,37.792131,-122.227627,,"","","","","","0",""
"58080","58080",23rd Av + E 27th St,37.793466,-122.226687,,"","","","","","0",""
"58088","58088",23rd Av + E 27th St,37.793688,-122.226751,,"","","","","","0",""
"58757","58757",23rd Av + E 29th St,37.795378,-122.226068,,"","","","","","0",""
"57033","57033",23rd Av + E 29th St,37.795678,-122.226124,,"","","","","","0",""
"59166","59166",23rd Av + E 30th St,37.796573,-122.225842,,"","","","","","0",""
"55109","55109",23rd Av + E 30th St,37.796573,-122.225693,,"","","","","","0",""
"50553","50553",23rd Av + Foothill Blvd (Garfield School),37.785337,-122.234037,,"","","","","","0",""
"51283","51283",23rd Av + International Blvd,37.78323,-122.236211,,"","","","","","0",""
"51284","51284",23rd Av + International Blvd,37.783601,-122.235707,,"","","","","","0",""
"55339","55339",23rd St + Alfreda Blvd (Richmond High School),37.952369,-122.347298,,"","","","","","0",""
"55147","55147",23rd St + Andrade Av,37.94815,-122.347332,,"","","","","","0",""
"55680","55680",23rd St + Bush Av,37.955844,-122.347445,,"","","","","","0",""
"56033","56033",23rd St + Dover Av,37.958777,-122.347032,,"","","","","","0",""
"55890","55890",23rd St + Dover Av,37.958328,-122.346944,,"","","","","","0",""
"54547","54547",23rd St + Downer Av,37.942801,-122.347378,,"","","","","","0",""
"50477","50477",23rd St + Garvin Av,37.943953,-122.347609,,"","","","","","0",""
"51466","51466",23rd St + Gaynor Av,37.944636,-122.347371,,"","","","","","0",""
"54663","54663",23rd St + Hellings Av,37.947838,-122.347548,,"","","","","","0",""
"54463","54463",23rd St + Lincoln Av,37.946095,-122.347594,,"","","","","","0",""
"56224","56224",23rd St + Lincoln Av,37.946551,-122.347364,,"","","","","","0",""
"52398","52398",23rd St + Market Av,37.956561,-122.347227,,"","","","","","0",""
"50935","50935",23rd St + Pine Av,37.954763,-122.347447,,"","","","","","0",""
"55368","55368",23rd St + Pine Av,37.954889,-122.347247,,"","","","","","0",""
"55131","55131",23rd St + Preble Av,37.937931,-122.347434,,"","","","","","0",""
"58922","58922",23rd St + Rheem Av,37.950043,-122.347545,,"","","","","","0",""
"56697","56697",23rd St + Rheem Av,37.949687,-122.347319,,"","","","","","0",""
"51499","51499",23rd St + Roosevelt Av,37.939892,-122.347424,,"","","","","","0",""
"55381","55381",23rd St + Standard Av,37.961753,-122.345644,,"","","","","","0",""
"50934","50934",23rd St + University Av,37.96049,-122.346442,,"","","","","","0",""
"53219","53219",2400 Valley View Rd,37.961573,-122.281379,,"","","","","","0",""
"57756","57756",24237 2nd St (Rear Of Hayward High School),37.669613,-122.070955,,"","","","","","0",""
"56350","56350",24514 2nd St,37.668654,-122.068069,,"","","","","","0",""
"56360","56360",24535 2nd St,37.66853,-122.067691,,"","","","","","0",""
"53002","53002",24607 Amador St,37.655199,-122.09133,,"","","","","","0",""
"55189","55189",24607 Amador St,37.655394,-122.091254,,"","","","","","0",""
"52232","52232",24660 Amador St,37.654126,-122.090487,,"","","","","","0",""
"54012","54012",2492 D St,37.679796,-122.056573,,"","","","","","0",""
"51418","51418",24th St + Mission St,37.752327,-122.418206,,"","","","","","0",""
"52752","52752",2557 Mowry Av,37.556013,-121.982581,,"","","","","","0",""
"59767","59767",25800 Industrial Blvd,37.63462,-122.112391,,"","","","","","0",""
"53396","53396",25861 Industrial Blvd,37.634581,-122.11266,,"","","","","","0",""
"58750","58750",26395 Mission Blvd,37.648326,-122.06492,,"","","","","","0",""
"56538","56538",2953 Birmingham Dr,37.972374,-122.334135,,"","","","","","0",""
"53118","53118",29th Av + E 10th St,37.776698,-122.231502,,"","","","","","0",""
"54337","54337",29th Av + Glascock St,37.772679,-122.235384,,"","","","","","0",""
"58856","58856",29th Av + Railroad Crossing,37.777592,-122.23088,,"","","","","","0",""
"52850","52850",29th St + Rheem Av,37.950158,-122.338764,,"","","","","","0",""
"52820","52820",29th St + Rheem Av,37.950015,-122.3389,,"","","","","","0",""
"58532","58532",29th St + Tulare Av,37.951443,-122.3389,,"","","","","","0",""
"54256","54256",29th St + Tulare Av,37.951224,-122.338766,,"","","","","","0",""
"54242","54242",2nd St + Acacia Dr,37.671165,-122.074193,,"","","","","","0",""
"57622","57622",2nd St + Acacia Dr,37.670969,-122.074079,,"","","","","","0",""
"55089","55089",2nd St + B St,37.674847,-122.078886,,"","","","","","0",""
"54754","54754",2nd St + Campus Dr,37.667774,-122.061111,,"","","","","","0",""
"56950","56950",2nd St + Canyon View Ct,37.667669,-122.061265,,"","","","","","0",""
"52524","52524",2nd St + D St,37.673311,-122.077495,,"","","","","","0",""
"59788","59788",2nd St + D St,37.673215,-122.077701,,"","","","","","0",""
"54450","54450",2nd St + E St,37.671811,-122.075602,,"","","","","","0",""
"50414","50414",2nd St + Oakland Amtrak,37.794014,-122.271312,,"","","","","","0",""
"55397","55397",2nd St + Patricia Ct,37.668845,-122.065436,,"","","","","","0",""
"56960","56960",2nd St + Sylvan Glen Ct,37.668688,-122.065723,,"","","","","","0",""
"54355","54355",2nd St + Walpert St,37.670215,-122.072166,,"","","","","","0",""
"50733","50733",2nd St + Walpert St (Rear Of Hayward High School),37.670111,-122.072272,,"","","","","","0",""
"51632","51632",2nd St + Washington St,37.796567,-122.27785,,"","","","","","0",""
"50630","50630",300 Estudillo Av (San Leandro Community Library),37.725681,-122.153721,,"","","","","","0",""
"57290","57290",300 Mowry Av,37.568633,-121.970662,,"","","","","","0",""
"57217","57217",3033 Shane Dr,37.972799,-122.330742,,"","","","","","0",""
"57327","57327",3046 Shane Dr,37.972981,-122.330317,,"","","","","","0",""
"58772","58772",3069 11th St,37.976021,-122.351471,,"","","","","","0",""
"54413","54413",3400 Richmond Pkwy,37.989341,-122.32241,,"","","","","","0",""
"58055","58055",3400 Richmond Pkwy,37.988695,-122.321931,,"","","","","","0",""
"58863","58863",345 MacArthur Blvd,37.813202,-122.251178,,"","","","","","0",""
"59459","59459",35th Av + Allendale Av,37.78912,-122.208332,,"","","","","","0",""
"58188","58188",35th Av + Allendale Av,37.789182,-122.208483,,"","","","","","0",""
"55269","55269",35th Av + Arizona St,37.796178,-122.196774,,"","","","","","0",""
"52454","52454",35th Av + Brookdale Av,37.788238,-122.209831,,"","","","","","0",""
"54155","54155",35th Av + Brookdale Av,37.788429,-122.209772,,"","","","","","0",""
"59353","59353",35th Av + California St,37.795524,-122.197412,,"","","","","","0",""
"54045","54045",35th Av + California St,37.795441,-122.198037,,"","","","","","0",""
"50559","50559",35th Av + Custer St,37.785441,-122.214617,,"","","","","","0",""
"55020","55020",35th Av + Davis St,37.785827,-122.21421,,"","","","","","0",""
"52552","52552",35th Av + Delaware St,37.792841,-122.202494,,"","","","","","0",""
"51521","51521",35th Av + E 16th St,37.778268,-122.221496,,"","","","","","0",""
"54950","54950",35th Av + E 16th St (St. Elizabeth High School),37.77853,-122.221543,,"","","","","","0",""
"59917","59917",35th Av + E 17th St,37.779972,-122.220459,,"","","","","","0",""
"56541","56541",35th Av + E 17th St,37.779962,-122.220655,,"","","","","","0",""
"59975","59975",35th Av + Foothill Blvd,37.782505,-122.218898,,"","","","","","0",""
"56622","56622",35th Av + Foothill Blvd,37.781866,-122.219296,,"","","","","","0",""
"52258","52258",35th Av + Galindo St (Calvin Simmons Middle School),37.784318,-122.216502,,"","","","","","0",""
"58878","58878",35th Av + Galindo St (Calvin Simmons Middle School),37.784462,-122.216502,,"","","","","","0",""
"55512","55512",35th Av + International Blvd,37.776434,-122.22258,,"","","","","","0",""
"54390","54390",35th Av + International Blvd,37.775888,-122.222986,,"","","","","","0",""
"53123","53123",35th Av + International Blvd,37.776719,-122.222638,,"","","","","","0",""
"56140","56140",35th Av + Jordan Rd,37.798766,-122.191864,,"","","","","","0",""
"56240","56240",35th Av + Libby Ct,37.797681,-122.193544,,"","","","","","0",""
"59927","59927",35th Av + Libby Ct,37.797778,-122.193904,,"","","","","","0",""
"55688","55688",35th Av + Lynde St,37.786781,-122.21258,,"","","","","","0",""
"54665","54665",35th Av + Lynde St,37.786707,-122.21245,,"","","","","","0",""
"52200","52200",35th Av + MacArthur Blvd,37.793857,-122.200273,,"","","","","","0",""
"55509","55509",35th Av + MacArthur Blvd,37.793937,-122.200618,,"","","","","","0",""
"50606","50606",35th Av + Penniman Av,37.790181,-122.206518,,"","","","","","0",""
"56255","56255",35th Av + Penniman Av,37.790197,-122.206753,,"","","","","","0",""
"59359","59359",35th Av + Quigley St,37.792483,-122.202623,,"","","","","","0",""
"52532","52532",35th Av + School St,37.790733,-122.205834,,"","","","","","0",""
"55227","55227",35th Av + Suter St,37.791373,-122.204738,,"","","","","","0",""
"55465","55465",35th Av + Suter St,37.79134,-122.204535,,"","","","","","0",""
"55798","55798",35th Av + Victor Av,37.798573,-122.192643,,"","","","","","0",""
"55326","55326",35th Av + Wisconsin St,37.7966,-122.195575,,"","","","","","0",""
"50440","50440",35th Av + Wisconsin St,37.796729,-122.195842,,"","","","","","0",""
"52209","52209",37395 Niles Blvd,37.577135,-121.980187,,"","","","","","0",""
"56331","56331",38576 Mission Blvd (Near Mowry Av),37.571017,-121.966316,,"","","","","","0",""
"55899","55899",38932 Fremont Blvd (Near Mowry Av),37.549489,-121.989737,,"","","","","","0",""
"51664","51664",3905 San Pablo Dam Rd,37.965398,-122.312549,,"","","","","","0",""
"50912","50912",39199 Paseo Padre Pkwy,37.552916,-121.98016,,"","","","","","0",""
"59019","59019",4072 Lakeshore Av (Portsmouth Wk),37.816006,-122.235085,,"","","","","","0",""
"50971","50971",40th St + Adeline St,37.831134,-122.278788,,"","","","","","0",""
"54449","54449",40th St + Broadway,37.827621,-122.257059,,"","","","","","0",""
"54488","54488",40th St + Broadway,37.82793,-122.257217,,"","","","","","0",""
"54855","54855",40th St + Emery St,37.830607,-122.281322,,"","","","","","0",""
"50163","50163",40th St + Emery St,37.830802,-122.281569,,"","","","","","0",""
"56771","56771",40th St + Harlan St,37.830189,-122.283446,,"","","","","","0",""
"56610","56610",40th St + Harlan St,37.830483,-122.283123,,"","","","","","0",""
"57578","57578",40th St + Hollis St,37.830057,-122.285184,,"","","","","","0",""
"50577","50577",40th St + Hollis St,37.829901,-122.284882,,"","","","","","0",""
"52257","52257",40th St + Horton St,37.829439,-122.287267,,"","","","","","0",""
"52260","52260",40th St + Horton St,37.829495,-122.287962,,"","","","","","0",""
"55515","55515",40th St + MacArthur BART Station,37.829313,-122.266282,,"","","","","","0",""
"54543","54543",40th St + Market St,37.830745,-122.273743,,"","","","","","0",""
"53322","53322",40th St + Market St,37.830488,-122.273665,,"","","","","","0",""
"53373","53373",40th St + Martin Luther King Jr Way,37.829869,-122.268254,,"","","","","","0",""
"59566","59566",40th St + Mlk Jr Way,37.829573,-122.267891,,"","","","","","0",""
"51627","51627",40th St + San Pablo Av,37.831256,-122.279337,,"","","","","","0",""
"51637","51637",40th St + San Pablo Av,37.831202,-122.279611,,"","","","","","0",""
"50927","50927",40th St + San Pablo Av,37.83103,-122.279367,,"","","","","","0",""
"50937","50937",40th St + San Pablo Av,37.831075,-122.279039,,"","","","","","0",""
"55466","55466",40th St + Telegraph Av,37.829224,-122.264161,,"","","","","","0",""
"57770","57770",40th St + Telegraph Av,37.829094,-122.264675,,"","","","","","0",""
"59112","59112",40th St + Webster St,37.82867,-122.260702,,"","","","","","0",""
"59395","59395",40th St + Webster St,37.828488,-122.261004,,"","","","","","0",""
"59588","59588",40th St + West St,37.830113,-122.271243,,"","","","","","0",""
"59885","59885",40th St + West St,37.830283,-122.270834,,"","","","","","0",""
"54966","54966",4200 Appian Way,37.967625,-122.308959,,"","","","","","0",""
"51994","51994",4231 San Pablo Dam Rd,37.966519,-122.306339,,"","","","","","0",""
"54784","54784",433 Grand St (Opp. Wood Middle School),37.761634,-122.262987,,"","","","","","0",""
"55410","55410",433 Grand St (Wood Middle School),37.761641,-122.262755,,"","","","","","0",""
"51280","51280",4445 Stevenson Blvd,37.535377,-121.977697,,"","","","","","0",""
"57645","57645",4500 Lincoln Av,37.809398,-122.202506,,"","","","","","0",""
"59906","59906",4500 Lincoln Av,37.80946,-122.202162,,"","","","","","0",""
"51142","51142",4630 Appian Way,37.9725,-122.303481,,"","","","","","0",""
"59354","59354",4630 Appian Way,37.972509,-122.303773,,"","","","","","0",""
"58006","58006",4950 Appian Way,37.975963,-122.297667,,"","","","","","0",""
"55388","55388",4th Av + E 18th St,37.799358,-122.250541,,"","","","","","0",""
"55155","55155",4th Av + E 18th St,37.79933,-122.25093,,"","","","","","0",""
"58282","58282",5000 Hartnett Av,37.916153,-122.324508,,"","","","","","0",""
"50233","50233",5000 Hartnett Av,37.916152,-122.32426,,"","","","","","0",""
"57897","57897",5023 San Pablo Dam Rd,37.963079,-122.288595,,"","","","","","0",""
"57525","57525",51st St + Broadway,37.834521,-122.252691,,"","","","","","0",""
"52282","52282",51st St + Desmond St,37.835148,-122.253296,,"","","","","","0",""
"56549","56549",51st St + Lawton Av,37.836075,-122.256307,,"","","","","","0",""
"56346","56346",51st St + Manila Av,37.836064,-122.255608,,"","","","","","0",""
"58690","58690",51st St + Miles Av,37.837146,-122.260355,,"","","","","","0",""
"59540","59540",51st St + Shafter Av,37.836759,-122.258083,,"","","","","","0",""
"55635","55635",51st St + Telegraph Av,37.837084,-122.261979,,"","","","","","0",""
"54740","54740",51st St + Webster St,37.836721,-122.259273,,"","","","","","0",""
"53823","53823",533 Spruce St,37.90131,-122.269511,,"","","","","","0",""
"52700","52700",545 Pierce St,37.895813,-122.308122,,"","","","","","0",""
"54990","54990",5481 Olinda Rd,37.960001,-122.281066,,"","","","","","0",""
"57001","57001",551 Spruce St,37.900737,-122.270144,,"","","","","","0",""
"56451","56451",55th St + Dover St,37.840217,-122.267135,,"","","","","","0",""
"57345","57345",55th St + Dover St,37.839968,-122.267365,,"","","","","","0",""
"50475","50475",55th St + Mlk Jr Way,37.839754,-122.269212,,"","","","","","0",""
"59937","59937",55th St + Shattuck Av,37.840499,-122.264939,,"","","","","","0",""
"54117","54117",55th St + Shattuck Av,37.840381,-122.264215,,"","","","","","0",""
"54338","54338",55th St + Telegraph Av,37.840181,-122.262124,,"","","","","","0",""
"54348","54348",55th St + Telegraph Av,37.840322,-122.262232,,"","","","","","0",""
"57571","57571",5th Av + E 10th St,37.793889,-122.25662,,"","","","","","0",""
"57456","57456",5th Av + E 10th St,37.793872,-122.256371,,"","","","","","0",""
"52636","52636",5th Av + E 12th St,37.794872,-122.255243,,"","","","","","0",""
"57266","57266",5th Av + E 12th St,37.794925,-122.254864,,"","","","","","0",""
"59266","59266",5th Av + E 15th St,37.796531,-122.252869,,"","","","","","0",""
"53323","53323",5th Av + International Blvd,37.795946,-122.253696,,"","","","","","0",""
"52802","52802",5th Av + International Blvd,37.795939,-122.253486,,"","","","","","0",""
"52640","52640",5th St + Market St,37.801161,-122.282974,,"","","","","","0",""
